schema_version,experiment,seed,case,reason,accepted,expected_acceptance,passed,session_hash_prefix
1.4.0,session-reactivation-prevention,reactivation-002,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,c1ce05166fc2111f
1.4.0,session-reactivation-prevention,reactivation-002,valid_capsule_first_use,valid capsule first use,True,True,True,c1ce05166fc2111f
1.4.0,session-reactivation-prevention,reactivation-002,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,c1ce05166fc2111f
1.4.0,session-reactivation-prevention,reactivation-002,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,c1ce05166fc2111f
1.4.0,session-reactivation-prevention,reactivation-002,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,c1ce05166fc2111f
1.4.0,session-reactivation-prevention,reactivation-002,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,c1ce05166fc2111f
1.4.0,session-reactivation-prevention,reactivation-002,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,c1ce05166fc2111f
1.4.0,session-reactivation-prevention,reactivation-002,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,c1ce05166fc2111f
1.4.0,session-reactivation-prevention,reactivation-002,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,c1ce05166fc2111f
1.4.0,session-reactivation-prevention,reactivation-003,valid_active_fragment,active session with valid fragment tag,True,True,True,206168a430b2f609
1.4.0,session-reactivation-prevention,reactivation-003,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,206168a430b2f609
1.4.0,session-reactivation-prevention,reactivation-003,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,206168a430b2f609
1.4.0,session-reactivation-prevention,reactivation-003,valid_capsule_first_use,valid capsule first use,True,True,True,206168a430b2f609
1.4.0,session-reactivation-prevention,reactivation-003,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,206168a430b2f609
1.4.0,session-reactivation-prevention,reactivation-003,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,206168a430b2f609
1.4.0,session-reactivation-prevention,reactivation-003,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,206168a430b2f609
1.4.0,session-reactivation-prevention,reactivation-003,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,206168a430b2f609
1.4.0,session-reactivation-prevention,reactivation-003,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,206168a430b2f609
1.4.0,session-reactivation-prevention,reactivation-003,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,206168a430b2f609
1.4.0,session-reactivation-prevention,reactivation-003,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,206168a430b2f609
1.4.0,session-reactivation-prevention,reactivation-004,valid_active_fragment,active session with valid fragment tag,True,True,True,b37bfc03981a6b2b
1.4.0,session-reactivation-prevention,reactivation-004,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,b37bfc03981a6b2b
1.4.0,session-reactivation-prevention,reactivation-004,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,b37bfc03981a6b2b
1.4.0,session-reactivation-prevention,reactivation-004,valid_capsule_first_use,valid capsule first use,True,True,True,b37bfc03981a6b2b
1.4.0,session-reactivation-prevention,reactivation-004,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,b37bfc03981a6b2b
1.4.0,session-reactivation-prevention,reactivation-004,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,b37bfc03981a6b2b
1.4.0,session-reactivation-prevention,reactivation-004,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,b37bfc03981a6b2b
1.4.0,session-reactivation-prevention,reactivation-004,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,b37bfc03981a6b2b
1.4.0,session-reactivation-prevention,reactivation-004,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,b37bfc03981a6b2b
1.4.0,session-reactivation-prevention,reactivation-004,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,b37bfc03981a6b2b
1.4.0,session-reactivation-prevention,reactivation-004,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,b37bfc03981a6b2b
1.4.0,session-reactivation-prevention,reactivation-005,valid_active_fragment,active session with valid fragment tag,True,True,True,0d8c90ff1e0e0037
1.4.0,session-reactivation-prevention,reactivation-005,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,0d8c90ff1e0e0037
1.4.0,session-reactivation-prevention,reactivation-005,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,0d8c90ff1e0e0037
1.4.0,session-reactivation-prevention,reactivation-005,valid_capsule_first_use,valid capsule first use,True,True,True,0d8c90ff1e0e0037
1.4.0,session-reactivation-prevention,reactivation-005,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,0d8c90ff1e0e0037
1.4.0,session-reactivation-prevention,reactivation-005,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,0d8c90ff1e0e0037
1.4.0,session-reactivation-prevention,reactivation-005,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,0d8c90ff1e0e0037
1.4.0,session-reactivation-prevention,reactivation-005,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,0d8c90ff1e0e0037
1.4.0,session-reactivation-prevention,reactivation-005,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,0d8c90ff1e0e0037
1.4.0,session-reactivation-prevention,reactivation-005,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,0d8c90ff1e0e0037
1.4.0,session-reactivation-prevention,reactivation-005,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,0d8c90ff1e0e0037
1.4.0,session-reactivation-prevention,reactivation-006,valid_active_fragment,active session with valid fragment tag,True,True,True,911d3feee449ea7e
1.4.0,session-reactivation-prevention,reactivation-006,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,911d3feee449ea7e
1.4.0,session-reactivation-prevention,reactivation-006,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,911d3feee449ea7e
1.4.0,session-reactivation-prevention,reactivation-006,valid_capsule_first_use,valid capsule first use,True,True,True,911d3feee449ea7e
1.4.0,session-reactivation-prevention,reactivation-006,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,911d3feee449ea7e
1.4.0,session-reactivation-prevention,reactivation-006,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,911d3feee449ea7e
1.4.0,session-reactivation-prevention,reactivation-006,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,911d3feee449ea7e
1.4.0,session-reactivation-prevention,reactivation-006,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,911d3feee449ea7e
1.4.0,session-reactivation-prevention,reactivation-006,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,911d3feee449ea7e
1.4.0,session-reactivation-prevention,reactivation-006,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,911d3feee449ea7e
1.4.0,session-reactivation-prevention,reactivation-006,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,911d3feee449ea7e
1.4.0,session-reactivation-prevention,reactivation-007,valid_active_fragment,active session with valid fragment tag,True,True,True,5e42c3ba54e214ae
1.4.0,session-reactivation-prevention,reactivation-007,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,5e42c3ba54e214ae
1.4.0,session-reactivation-prevention,reactivation-007,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,5e42c3ba54e214ae
1.4.0,session-reactivation-prevention,reactivation-007,valid_capsule_first_use,valid capsule first use,True,True,True,5e42c3ba54e214ae
1.4.0,session-reactivation-prevention,reactivation-007,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,5e42c3ba54e214ae
1.4.0,session-reactivation-prevention,reactivation-007,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,5e42c3ba54e214ae
1.4.0,session-reactivation-prevention,reactivation-007,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,5e42c3ba54e214ae
1.4.0,session-reactivation-prevention,reactivation-007,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,5e42c3ba54e214ae
1.4.0,session-reactivation-prevention,reactivation-007,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,5e42c3ba54e214ae
1.4.0,session-reactivation-prevention,reactivation-007,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,5e42c3ba54e214ae
1.4.0,session-reactivation-prevention,reactivation-007,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,5e42c3ba54e214ae
1.4.0,session-reactivation-prevention,reactivation-008,valid_active_fragment,active session with valid fragment tag,True,True,True,b83a32988959ff26
1.4.0,session-reactivation-prevention,reactivation-008,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,b83a32988959ff26
1.4.0,session-reactivation-prevention,reactivation-008,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,b83a32988959ff26
1.4.0,session-reactivation-prevention,reactivation-008,valid_capsule_first_use,valid capsule first use,True,True,True,b83a32988959ff26
1.4.0,session-reactivation-prevention,reactivation-008,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,b83a32988959ff26
1.4.0,session-reactivation-prevention,reactivation-008,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,b83a32988959ff26
1.4.0,session-reactivation-prevention,reactivation-008,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,b83a32988959ff26
1.4.0,session-reactivation-prevention,reactivation-008,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,b83a32988959ff26
1.4.0,session-reactivation-prevention,reactivation-008,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,b83a32988959ff26
1.4.0,session-reactivation-prevention,reactivation-008,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,b83a32988959ff26
1.4.0,session-reactivation-prevention,reactivation-008,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,b83a32988959ff26
1.4.0,session-reactivation-prevention,reactivation-009,valid_active_fragment,active session with valid fragment tag,True,True,True,c383f07e0dab7376
1.4.0,session-reactivation-prevention,reactivation-009,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,c383f07e0dab7376
1.4.0,session-reactivation-prevention,reactivation-009,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,c383f07e0dab7376
1.4.0,session-reactivation-prevention,reactivation-009,valid_capsule_first_use,valid capsule first use,True,True,True,c383f07e0dab7376
1.4.0,session-reactivation-prevention,reactivation-009,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,c383f07e0dab7376
1.4.0,session-reactivation-prevention,reactivation-009,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,c383f07e0dab7376
1.4.0,session-reactivation-prevention,reactivation-009,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,c383f07e0dab7376
1.4.0,session-reactivation-prevention,reactivation-009,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,c383f07e0dab7376
1.4.0,session-reactivation-prevention,reactivation-009,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,c383f07e0dab7376
1.4.0,session-reactivation-prevention,reactivation-009,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,c383f07e0dab7376
1.4.0,session-reactivation-prevention,reactivation-009,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,c383f07e0dab7376
1.4.0,session-reactivation-prevention,reactivation-010,valid_active_fragment,active session with valid fragment tag,True,True,True,b3295d0d5fcfa57e
1.4.0,session-reactivation-prevention,reactivation-010,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,b3295d0d5fcfa57e
1.4.0,session-reactivation-prevention,reactivation-010,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,b3295d0d5fcfa57e
1.4.0,session-reactivation-prevention,reactivation-010,valid_capsule_first_use,valid capsule first use,True,True,True,b3295d0d5fcfa57e
1.4.0,session-reactivation-prevention,reactivation-010,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,b3295d0d5fcfa57e
1.4.0,session-reactivation-prevention,reactivation-010,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,b3295d0d5fcfa57e
1.4.0,session-reactivation-prevention,reactivation-010,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,b3295d0d5fcfa57e
1.4.0,session-reactivation-prevention,reactivation-010,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,b3295d0d5fcfa57e
1.4.0,session-reactivation-prevention,reactivation-010,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,b3295d0d5fcfa57e
1.4.0,session-reactivation-prevention,reactivation-010,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,b3295d0d5fcfa57e
1.4.0,session-reactivation-prevention,reactivation-010,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,b3295d0d5fcfa57e
1.4.0,session-reactivation-prevention,reactivation-011,valid_active_fragment,active session with valid fragment tag,True,True,True,3d0c10e065220b3a
1.4.0,session-reactivation-prevention,reactivation-011,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,3d0c10e065220b3a
1.4.0,session-reactivation-prevention,reactivation-011,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,3d0c10e065220b3a
1.4.0,session-reactivation-prevention,reactivation-011,valid_capsule_first_use,valid capsule first use,True,True,True,3d0c10e065220b3a
1.4.0,session-reactivation-prevention,reactivation-011,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,3d0c10e065220b3a
1.4.0,session-reactivation-prevention,reactivation-011,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,3d0c10e065220b3a
1.4.0,session-reactivation-prevention,reactivation-011,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,3d0c10e065220b3a
1.4.0,session-reactivation-prevention,reactivation-011,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,3d0c10e065220b3a
1.4.0,session-reactivation-prevention,reactivation-011,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,3d0c10e065220b3a
1.4.0,session-reactivation-prevention,reactivation-011,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,3d0c10e065220b3a
1.4.0,session-reactivation-prevention,reactivation-011,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,3d0c10e065220b3a
1.4.0,session-reactivation-prevention,reactivation-012,valid_active_fragment,active session with valid fragment tag,True,True,True,1e35cc7136a985d7
1.4.0,session-reactivation-prevention,reactivation-012,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,1e35cc7136a985d7
1.4.0,session-reactivation-prevention,reactivation-012,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,1e35cc7136a985d7
1.4.0,session-reactivation-prevention,reactivation-012,valid_capsule_first_use,valid capsule first use,True,True,True,1e35cc7136a985d7
1.4.0,session-reactivation-prevention,reactivation-012,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,1e35cc7136a985d7
1.4.0,session-reactivation-prevention,reactivation-012,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,1e35cc7136a985d7
1.4.0,session-reactivation-prevention,reactivation-012,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,1e35cc7136a985d7
1.4.0,session-reactivation-prevention,reactivation-012,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,1e35cc7136a985d7
1.4.0,session-reactivation-prevention,reactivation-012,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,1e35cc7136a985d7
1.4.0,session-reactivation-prevention,reactivation-012,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,1e35cc7136a985d7
1.4.0,session-reactivation-prevention,reactivation-012,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,1e35cc7136a985d7
1.4.0,session-reactivation-prevention,reactivation-013,valid_active_fragment,active session with valid fragment tag,True,True,True,8b3aac8bd25594b8
1.4.0,session-reactivation-prevention,reactivation-013,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,8b3aac8bd25594b8
1.4.0,session-reactivation-prevention,reactivation-013,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,8b3aac8bd25594b8
1.4.0,session-reactivation-prevention,reactivation-013,valid_capsule_first_use,valid capsule first use,True,True,True,8b3aac8bd25594b8
1.4.0,session-reactivation-prevention,reactivation-013,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,8b3aac8bd25594b8
1.4.0,session-reactivation-prevention,reactivation-013,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,8b3aac8bd25594b8
1.4.0,session-reactivation-prevention,reactivation-013,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,8b3aac8bd25594b8
1.4.0,session-reactivation-prevention,reactivation-013,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,8b3aac8bd25594b8
1.4.0,session-reactivation-prevention,reactivation-013,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,8b3aac8bd25594b8
1.4.0,session-reactivation-prevention,reactivation-013,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,8b3aac8bd25594b8
1.4.0,session-reactivation-prevention,reactivation-013,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,8b3aac8bd25594b8
1.4.0,session-reactivation-prevention,reactivation-014,valid_active_fragment,active session with valid fragment tag,True,True,True,d53d456d84c59ea4
1.4.0,session-reactivation-prevention,reactivation-014,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,d53d456d84c59ea4
1.4.0,session-reactivation-prevention,reactivation-014,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,d53d456d84c59ea4
1.4.0,session-reactivation-prevention,reactivation-014,valid_capsule_first_use,valid capsule first use,True,True,True,d53d456d84c59ea4
1.4.0,session-reactivation-prevention,reactivation-014,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,d53d456d84c59ea4
1.4.0,session-reactivation-prevention,reactivation-014,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,d53d456d84c59ea4
1.4.0,session-reactivation-prevention,reactivation-014,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,d53d456d84c59ea4
1.4.0,session-reactivation-prevention,reactivation-014,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,d53d456d84c59ea4
1.4.0,session-reactivation-prevention,reactivation-014,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,d53d456d84c59ea4
1.4.0,session-reactivation-prevention,reactivation-014,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,d53d456d84c59ea4
1.4.0,session-reactivation-prevention,reactivation-014,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,d53d456d84c59ea4
1.4.0,session-reactivation-prevention,reactivation-015,valid_active_fragment,active session with valid fragment tag,True,True,True,073ff291de840a9f
1.4.0,session-reactivation-prevention,reactivation-015,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,073ff291de840a9f
1.4.0,session-reactivation-prevention,reactivation-015,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,073ff291de840a9f
1.4.0,session-reactivation-prevention,reactivation-015,valid_capsule_first_use,valid capsule first use,True,True,True,073ff291de840a9f
1.4.0,session-reactivation-prevention,reactivation-015,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,073ff291de840a9f
1.4.0,session-reactivation-prevention,reactivation-015,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,073ff291de840a9f
1.4.0,session-reactivation-prevention,reactivation-015,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,073ff291de840a9f
1.4.0,session-reactivation-prevention,reactivation-015,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,073ff291de840a9f
1.4.0,session-reactivation-prevention,reactivation-015,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,073ff291de840a9f
1.4.0,session-reactivation-prevention,reactivation-015,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,073ff291de840a9f
1.4.0,session-reactivation-prevention,reactivation-015,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,073ff291de840a9f
1.4.0,session-reactivation-prevention,reactivation-016,valid_active_fragment,active session with valid fragment tag,True,True,True,ee851794cf191e07
1.4.0,session-reactivation-prevention,reactivation-016,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,ee851794cf191e07
1.4.0,session-reactivation-prevention,reactivation-016,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,ee851794cf191e07
1.4.0,session-reactivation-prevention,reactivation-016,valid_capsule_first_use,valid capsule first use,True,True,True,ee851794cf191e07
1.4.0,session-reactivation-prevention,reactivation-016,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,ee851794cf191e07
1.4.0,session-reactivation-prevention,reactivation-016,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,ee851794cf191e07
1.4.0,session-reactivation-prevention,reactivation-016,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,ee851794cf191e07
1.4.0,session-reactivation-prevention,reactivation-016,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,ee851794cf191e07
1.4.0,session-reactivation-prevention,reactivation-016,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,ee851794cf191e07
1.4.0,session-reactivation-prevention,reactivation-016,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,ee851794cf191e07
1.4.0,session-reactivation-prevention,reactivation-016,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,ee851794cf191e07
1.4.0,session-reactivation-prevention,reactivation-017,valid_active_fragment,active session with valid fragment tag,True,True,True,29a4c2972f9ac234
1.4.0,session-reactivation-prevention,reactivation-017,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,29a4c2972f9ac234
1.4.0,session-reactivation-prevention,reactivation-017,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,29a4c2972f9ac234
1.4.0,session-reactivation-prevention,reactivation-017,valid_capsule_first_use,valid capsule first use,True,True,True,29a4c2972f9ac234
1.4.0,session-reactivation-prevention,reactivation-017,consumed_capsule_reactivation,consumed capsule cannot reactivate session material,False,False,True,29a4c2972f9ac234
1.4.0,session-reactivation-prevention,reactivation-017,bad_capsule_tag,bad capsule tag cannot validate,False,False,True,29a4c2972f9ac234
1.4.0,session-reactivation-prevention,reactivation-017,post_shutdown_fragment,post-shutdown fragment cannot reactivate closed session,False,False,True,29a4c2972f9ac234
1.4.0,session-reactivation-prevention,reactivation-017,dormant_flv_cannot_reactivate,"valid dormant FLV is evidence, not active life",False,False,True,29a4c2972f9ac234
1.4.0,session-reactivation-prevention,reactivation-017,old_start_seal_cannot_reopen,old start seal proves birth but cannot reopen session,False,False,True,29a4c2972f9ac234
1.4.0,session-reactivation-prevention,reactivation-017,old_close_seal_cannot_reopen,old close seal proves death but cannot reopen session,False,False,True,29a4c2972f9ac234
1.4.0,session-reactivation-prevention,reactivation-017,old_repair_hash_cannot_repair_closed_session,repair hash may exist but cannot repair closed session,False,False,True,29a4c2972f9ac234
1.4.0,session-reactivation-prevention,reactivation-018,valid_active_fragment,active session with valid fragment tag,True,True,True,556166ef37b18d49
1.4.0,session-reactivation-prevention,reactivation-018,bad_fragment_tag,bad fragment tag cannot validate,False,False,True,556166ef37b18d49
1.4.0,session-reactivation-prevention,reactivation-018,revoked_session_fragment,locally revoked session cannot accept fragment,False,False,True,556166ef37b18d49
